sample_id,pack,class_type,variant,gt_track,gt_artist,final_rank,fused_rank,ndcg@20,best_branch_rank,best_branch,n_branch_pools,gt_release_date_masked,gt_hard_dropped,union@20,union@50,union@100,union@200,union@1000,final@20,final@50,final@100,final@200,final@1000
0681d55b-98a0-4773-a9df-075a8050d805::t1,POS_exact_entity_success_control,positive_control,all_candidate_plus_targeted_v4,Numb,Linkin Park,1,1,1.0,1,bm25,21,False,False,True,True,True,True,True,True,True,True,True,True
8bee6f03-8cae-44ae-9325-455dc1138549::t1,POS_exact_entity_success_control,positive_control,all_candidate_plus_targeted_v4,Africa,"TOTO, Toto",1,1,1.0,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
d62387d0-3743-4ddc-bc92-8204c951ccee::t1,POS_exact_entity_success_control,positive_control,all_candidate_plus_targeted_v4,In the End,Linkin Park,2,2,0.6309297535714575,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
bd2aa024-68e7-43c2-aa87-afce9b4d7cf1::t2,POS_exact_entity_success_control,positive_control,all_candidate_plus_targeted_v4,Shut Up and Dance,WALK THE MOON,1,1,1.0,1,bm25,25,False,False,True,True,True,True,True,True,True,True,True,True
028027d3-ad67-4cfb-baca-516772ae7399::t1,POS_exact_entity_success_control,positive_control,all_candidate_plus_targeted_v4,Toxic,Britney Spears,1,1,1.0,1,bm25,25,False,False,True,True,True,True,True,True,True,True,True,True
fada63d6-1275-47a1-b3ab-30eae222fd72::t1,POS_exact_entity_success_control,positive_control,all_candidate_plus_targeted_v4,Toxic,Britney Spears,2,2,0.6309297535714575,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
7c3154c5-d1c2-4f07-9b8d-96d187334f1b::t1,POS_exact_entity_success_control,positive_control,all_candidate_plus_targeted_v4,Way Down We Go,"Kaleo, KALEO",1,1,1.0,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
ba3da7b0-1e81-4d2a-90fa-65ee1f4d7348::t1,POS_exact_entity_success_control,positive_control,all_candidate_plus_targeted_v4,Heart-Shaped Box,Nirvana,1,2,1.0,1,bm25,26,False,False,True,True,True,True,True,True,True,True,True,True
3664db63-1623-4ae7-9910-dd8bc3c2bd83::t1,POS_exact_entity_success_control,positive_control,all_candidate_plus_targeted_v4,No Scrubs,TLC,1,1,1.0,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
7b550636-72fe-490e-ad38-a1912d08449f::t1,POS_exact_entity_success_control,positive_control,all_candidate_plus_targeted_v4,Believe,Cher,2,2,0.6309297535714575,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
737a65cf-9c45-4b1d-910d-2f1f1ef5eab7::t8,POS_clean_final_hit_control,positive_control,all_candidate_plus_targeted_v4,Feel Good Inc,Gorillaz,1,1,1.0,1,lookup.resolved_artist_discography,24,False,False,True,True,True,True,True,True,True,True,True,True
4a02d862-623b-4fab-a42c-2905f31a96db::t1,POS_clean_final_hit_control,positive_control,all_candidate_plus_targeted_v4,Dreams - 2004 Remaster,Fleetwood Mac,5,5,0.38685280723454163,1,lookup.era_popularity,24,False,False,True,True,True,True,True,True,True,True,True,True
5b44bff3-76ed-495e-9dc1-0f075e3d178b::t1,POS_clean_final_hit_control,positive_control,all_candidate_plus_targeted_v4,Dreams - 2004 Remaster,Fleetwood Mac,175,310,0.0,1,lookup.era_popularity,21,False,False,True,True,True,True,True,False,False,False,True,True
a61b366c-8cf5-48ad-a13f-181c033b9d89::t2,POS_clean_final_hit_control,positive_control,all_candidate_plus_targeted_v4,Pumped Up Kicks,Foster The People,89,113,0.0,117,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,23,False,False,False,False,False,True,True,False,False,True,True,True
55388720-92b7-4972-9bb2-beb37c33c86b::t1,POS_clean_final_hit_control,positive_control,all_candidate_plus_targeted_v4,Ivy,Frank Ocean,2,3,0.6309297535714575,1,bm25,25,False,False,True,True,True,True,True,True,True,True,True,True
13552d56-f3d8-443a-9272-11ec16c80fa1::t1,POS_clean_final_hit_control,positive_control,all_candidate_plus_targeted_v4,Congratulations,"Quavo, Post Malone",,,0.0,185,bm25,16,False,False,False,False,False,True,True,False,False,False,False,False
737a65cf-9c45-4b1d-910d-2f1f1ef5eab7::t3,POS_clean_final_hit_control,positive_control,all_candidate_plus_targeted_v4,DARE,Gorillaz,2,2,0.6309297535714575,1,analysis.artist_tag_neighbor_popularity,24,False,False,True,True,True,True,True,True,True,True,True,True
93199894-d3db-4335-8278-e1be175944e4::t1,POS_clean_final_hit_control,positive_control,all_candidate_plus_targeted_v4,Even Flow,Pearl Jam,1,1,1.0,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
a9b423bf-d05c-418d-98af-2a3b1e1d7917::t1,POS_clean_final_hit_control,positive_control,all_candidate_plus_targeted_v4,It Was A Good Day,Ice Cube,2,2,0.6309297535714575,1,lookup.resolved_artist_discography,26,False,False,True,True,True,True,True,True,True,True,True,True
5080d5a0-336e-4bd1-b5bc-4cc611983429::t1,POS_clean_final_hit_control,positive_control,all_candidate_plus_targeted_v4,Rock with You - Single Version,Michael Jackson,1,1,1.0,1,bm25,21,False,False,True,True,True,True,True,True,True,True,True,True
0b9d547f-e748-464a-90e2-2199149f915c::t6,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Give It To Me Baby,Rick James,223,344,0.0,68,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,35,False,False,False,False,True,True,True,False,False,False,False,True
e66c6a88-88ba-4117-9114-363bfa96294a::t7,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Test Drive,John Powell,287,286,0.0,23,centroid.anchor_tracks.audio_laion_clap,33,False,False,False,True,True,True,True,False,False,False,False,True
0858f444-c9af-4f08-a9fc-2a731a24182b::t5,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Armature,Emptyset,101,100,0.0,12,dense.clap_text.sonic.audio_laion_clap,33,False,False,True,True,True,True,True,False,False,False,True,True
41367174-552b-4117-9caa-d0ba1b307d37::t2,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Mercy,Muse,,,0.0,61,analysis.era_tag_popularity,35,False,False,False,False,True,True,True,False,False,False,False,False
10a15ba2-4126-4ae4-ac6c-dc170735ae9e::t7,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,I Can't Go to Sleep,Wu-Tang Clan,905,905,0.0,23,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,37,False,False,False,True,True,True,True,False,False,False,False,True
9b9b7c6b-b376-4d6b-8716-aa7cf0127322::t4,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,The Carbon Stampede,Cattle Decapitation,119,112,0.0,40,state_feature_selector.dense.sonic_nl,33,False,False,False,True,True,True,True,False,False,False,True,True
5f29a9df-ad38-4349-a2f0-c9a690ea072d::t2,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Shaft,Kashmere Stage Band,,,0.0,50,dense.qwen_8b.attributes_enriched.attributes_qwen3_embedding_8b,30,False,False,False,True,True,True,True,False,False,False,False,False
78cdaccb-0f9b-4876-80b1-c20bf0b444e6::t8,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,In the Shadows,The Rasmus,,,0.0,266,analysis.artist_tag_neighbor_popularity,33,False,False,False,False,False,False,True,False,False,False,False,False
88af7ec3-c368-421b-9512-d0180da3d1f6::t2,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,I Believe in a Thing Called Love,The Darkness,,,0.0,,,33,False,False,False,False,False,False,False,False,False,False,False,False
d9a65836-7165-45bf-aa3e-3ef7ba5d073a::t2,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Move Along,The All-American Rejects,132,205,0.0,39,analysis.artist_neighbor_scene_v2,35,False,False,False,True,True,True,True,False,False,False,True,True
c7a965c3-cd7f-46f6-b166-9dce9a800e0a::t3,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,S&M,Rihanna,159,159,0.0,30,analysis.tag_popularity_alias,33,False,False,False,True,True,True,True,False,False,False,True,True
88beb200-0334-4aba-be15-8e1303725766::t6,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Used To,"Lil Wayne, Drake",,,0.0,14,analysis.same_album_fanout,31,False,False,True,True,True,True,True,False,False,False,False,False
daeef24e-b041-4140-9101-882820c63408::t7,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,The Analog Kid,Rush,123,123,0.0,20,state_feature_selector.dense.intent,29,False,False,True,True,True,True,True,False,False,False,True,True
8dc4c630-8369-4720-b379-2a7dcd8d34aa::t7,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Transcentience,Animals As Leaders,,,0.0,102,dense.qwen_8b.intent.metadata_qwen3_embedding_8b,33,False,False,False,False,False,True,True,False,False,False,False,False
380a5ed5-3eb9-4201-8fa6-81381a583bf5::t3,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,God Hates a Coward,Tomahawk,80,85,0.0,3,dense.qwen_8b.attributes_enriched.attributes_qwen3_embedding_8b,33,False,False,True,True,True,True,True,False,False,True,True,True
5f085552-b56b-440e-830b-b4e40b58f854::t6,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Redneck Yacht Club,Craig Morgan,54,62,0.0,1,analysis.scene_era_tag_popularity_v2,35,False,False,True,True,True,True,True,False,False,True,True,True
d6e50fb5-a135-4008-80b6-d0be434369ac::t3,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Volare (Nel Blu Di Pinto Di Blu) - 1998 - Remastered,Dean Martin,28,35,0.0,4,analysis.era_tag_popularity,35,False,False,True,True,True,True,True,False,True,True,True,True
38d8ba41-a4ea-48ea-b460-bd93d164302a::t4,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Woo Hah!! Got You All In Check,Busta Rhymes,362,386,0.0,18,centroid.anchor_tracks.audio_laion_clap,35,False,False,True,True,True,True,True,False,False,False,False,True
8bcb7d16-9be0-40cc-9a9d-28b654997b8d::t6,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Exit Theme (feat. Astronautalis & Lotte Kestner),"Astronautalis, Sadistik, Lotte Kestner",67,49,0.0,1,centroid.anchor_tracks.audio_laion_clap,35,False,False,True,True,True,True,True,False,False,True,True,True
cdd374ea-1ad9-4440-8c2d-4c76c5fb3f78::t3,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Gib ihn einfach (Dies das 2),Ghanaian Stallion,,,0.0,101,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,33,False,False,False,False,False,True,True,False,False,False,False,False
a930da0d-07f1-46c6-909d-e4fd95ae1148::t6,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Without You,Christina Aguilera,,,0.0,1,analysis.scene_era_tag_popularity_v2,33,False,False,True,True,True,True,True,False,False,False,False,False
5ee0dbbc-c1d1-4bed-ba09-7dafeec198bc::t8,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,You Reposted in the Wrong Neighborhood I Glue70 Mashup,Shokk,450,450,0.0,22,dense.qwen_8b.intent.metadata_qwen3_embedding_8b,31,False,False,False,True,True,True,True,False,False,False,False,True
4e2482dc-a76c-4f4b-9d3f-7becec2f8a3a::t4,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Goodbye Pork Pie Hat,Charles Mingus,462,445,0.0,12,analysis.scene_era_tag_popularity_v2,33,False,False,True,True,True,True,True,False,False,False,False,True
5861afef-85c0-4163-b8b9-5a11e308f352::t4,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Carmesí,Vicente Garcia,118,123,0.0,47,state_feature_selector.dense.visual,33,False,False,False,True,True,True,True,False,False,False,True,True
15b1caf3-d1ed-46ef-a8e3-c9f7657e6b77::t6,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Hong Kong 2046,Hong Kong Express,,,0.0,335,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,33,False,False,False,False,False,False,True,False,False,False,False,False
907921a3-d08f-4ba1-8cce-0e760a9e7044::t7,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Sunrise - Slow Hands Remix,Kasper Bjørke,947,,0.0,159,state_feature_selector.dense.sonic_nl_enriched,35,False,False,False,False,False,True,True,False,False,False,False,True
ab5eac17-909e-4271-8cf9-40c06b27ee56::t2,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Sparks,Hilary Duff,12,26,0.27023815442731974,1,state_feature_selector.dense.sonic_nl,31,False,False,True,True,True,True,True,True,True,True,True,True
324ddfb5-8a18-4729-9acb-c851907a297c::t3,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Acknowledge,Masta Ace,246,280,0.0,108,state_feature_selector.dense.visual,35,False,False,False,False,False,True,True,False,False,False,False,True
b466a64b-b3cc-4c62-8a70-8261434f915f::t2,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Two To Make It Right,Seduction,365,410,0.0,6,analysis.scene_era_tag_popularity_v2,35,False,False,True,True,True,True,True,False,False,False,False,True
ba68a3cc-5278-4680-917a-4ca66d33ef31::t5,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Buttons,The Pussycat Dolls,193,201,0.0,44,analysis.artist_tag_neighbor_popularity,35,False,False,False,True,True,True,True,False,False,False,True,True
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0::t5,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Love Train,The O'Jays,107,86,0.0,4,analysis.artist_tag_neighbor_popularity,35,False,False,True,True,True,True,True,False,False,False,True,True
f2d85aa5-2086-4b1e-9974-d188c43621db::t8,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Leraine,Kettel,105,116,0.0,7,dense.clap_text.sonic_nl_enriched.audio_laion_clap,35,False,False,True,True,True,True,True,False,False,False,True,True
67b9ba8a-382f-4b70-af76-576848d8cf67::t8,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Gangsta Gangsta,N.W.A.,,,0.0,21,analysis.artist_neighbor_scene_v2,37,False,False,False,True,True,True,True,False,False,False,False,False
9468e467-d396-461b-be29-b30b6cf87c35::t5,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Midnight,A Tribe Called Quest,,,0.0,179,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,35,False,False,False,False,False,True,True,False,False,False,False,False
e978bb5b-26af-4c7d-b720-b9210bdddf25::t8,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Dear Yvette,"Jane Doe, Masta Ace",,,0.0,4,analysis.same_album_fanout,33,False,True,True,True,True,True,True,False,False,False,False,False
3676005d-5b7c-4c48-9b73-3e10dd509c07::t3,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Conquest of Paradise,Vangelis,201,110,0.0,12,analysis.tag_popularity_alias,35,False,False,True,True,True,True,True,False,False,False,False,True
a33a5df0-2c2b-429c-84e6-cde28affd4d5::t6,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Thriller,Fall Out Boy,,,0.0,22,state_feature_selector.lexical,38,False,False,False,True,True,True,True,False,False,False,False,False
3676005d-5b7c-4c48-9b73-3e10dd509c07::t1,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Breath and Life,Audiomachine,432,334,0.0,27,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,31,False,False,False,True,True,True,True,False,False,False,False,True
c4c0c288-dbcd-4970-ad52-901aafe91b88::t4,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,I Juswanna Chill,Large Professor,837,490,0.0,228,dense.qwen_8b.intent.metadata_qwen3_embedding_8b,35,False,False,False,False,False,False,True,False,False,False,False,True
71bb177a-dab1-4bbc-8508-22d809b05c31::t6,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Constant Craving - Remastered,k.d. lang,,563,0.0,5,analysis.artist_tag_neighbor_popularity,37,False,False,True,True,True,True,True,False,False,False,False,False
4d0afb6b-3705-493f-ab16-ca75ea311e1a::t7,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Pilot,"Benjamin Wallfisch, Hans Zimmer",258,17,0.0,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,33,False,False,True,True,True,True,True,False,False,False,False,True
1e14a07f-7369-4d24-9285-9343b6b18353::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Nordlys,Myrkur,12,11,0.27023815442731974,2,dense.siglip2_text.visual.image_siglip2,33,False,False,True,True,True,True,True,True,True,True,True,True
d265b5a9-af57-4070-90f5-692a960c5aaa::t6,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Get Lucky (feat. Pharrell Williams &amp; Nile Rodgers) - Radio Edit,"Nile Rodgers, Pharrell Williams, Daft Punk",,,0.0,6,centroid.anchor_tracks.cf_bpr,35,False,True,True,True,True,True,True,False,False,False,False,False
b2582e52-6d13-40b4-8552-2d8b63fa6c75::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Soil,System Of A Down,,,0.0,11,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,33,False,True,True,True,True,True,True,False,False,False,False,False
d265b5a9-af57-4070-90f5-692a960c5aaa::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Motherboard,Daft Punk,,,0.0,123,analysis.query_text_tag_popularity,31,False,True,False,False,False,True,True,False,False,False,False,False
3a4224d3-1e5b-4bb9-a424-886d5c45d5d3::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Brain Relaxation Sky,Sample Rain Library,49,30,0.0,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,35,False,False,True,True,True,True,True,False,True,True,True,True
963b3ee7-17d1-4bb3-8a3f-0bc528a1f096::t5,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Go Go Gadget Flow,Lupe Fiasco,,,0.0,18,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,31,False,True,True,True,True,True,True,False,False,False,False,False
08bea603-846a-428b-aa27-de4dfede7ba9::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Silhouette,Julia Holter,,,0.0,,,29,False,True,False,False,False,False,False,False,False,False,False,False
0fc60312-9a9d-4658-a950-06fc2441a2ac::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Music Will Untune the Sky,Have A Nice Life,,,0.0,576,state_feature_selector.dense.attributes_enriched,29,False,False,False,False,False,False,True,False,False,False,False,False
3ebc2b49-0f5c-4161-bbcf-e1615821103f::t2,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,The Animus 2.0,Jesper Kyd,44,25,0.0,3,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,33,False,False,True,True,True,True,True,False,True,True,True,True
37097db6-54b8-491b-8512-1df70648548b::t2,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,White Ferrari,Frank Ocean,9,7,0.3010299956639812,1,dense.siglip2_text.visual.image_siglip2,35,False,False,True,True,True,True,True,True,True,True,True,True
f4115525-7e44-40df-8957-e38df99f214d::t4,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Young And Beautiful,Lana Del Rey,18,18,0.23540891336663824,1,lookup.resolved_artist_discography,35,False,False,True,True,True,True,True,True,True,True,True,True
eee89ca2-fc86-4a9a-b4c5-2d77cb3346c8::t7,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Change (In the House of Flies) - In The House Of Flies LP Version,Deftones,24,24,0.0,3,centroid.anchor_tracks.cf_bpr,33,False,False,True,True,True,True,True,False,True,True,True,True
44c3948c-bc44-4e40-ae77-82c2fec9c944::t7,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Me Dediqué a Perderte,"Alejandro Fernandez, Alejandro Fernández",,,0.0,1,centroid.anchor_tracks.cf_bpr,33,False,True,True,True,True,True,True,False,False,False,False,False
899f906b-9b0b-42a6-9689-643eb9f1ed31::t8,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Crawling,Linkin Park,,,0.0,8,analysis.query_text_tag_popularity,35,False,True,True,True,True,True,True,False,False,False,False,False
93199894-d3db-4335-8278-e1be175944e4::t6,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Smells Like Teen Spirit,Nirvana,,,0.0,218,bm25,29,False,False,False,False,False,False,True,False,False,False,False,False
7d2bb60e-1046-4956-91d0-cf1dd73037cc::t3,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Hung Up,Madonna,1,1,1.0,1,lookup.resolved_artist_discography,35,False,False,True,True,True,True,True,True,True,True,True,True
1b406c88-9dfd-42cd-a1f5-9683f35f849b::t1,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,93 'Til Infinity,Souls Of Mischief,60,33,0.0,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,35,False,False,True,True,True,True,True,False,False,True,True,True
7be411cd-f002-459e-8326-3ebe8be10b42::t6,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Army Dreamers,Kate Bush,,,0.0,118,analysis.era_tag_popularity,31,False,True,False,False,False,True,True,False,False,False,False,False
fc78453a-8798-4402-a01a-e9c557f08a03::t2,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,En el 2000,Natalia Lafourcade,33,33,0.0,1,bm25,32,False,False,True,True,True,True,True,False,True,True,True,True
84803908-48e7-41b7-9269-a465a44f4c10::t2,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Runaway,"Pusha T, Kanye West",58,38,0.0,1,centroid.anchor_tracks.image_siglip2,33,False,False,True,True,True,True,True,False,False,True,True,True
6d825b33-dc20-4b3c-a277-0c8214163007::t6,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Super Rich Kids,"Frank Ocean, Earl Sweatshirt",,,0.0,2,analysis.same_album_fanout,35,True,False,True,True,True,True,True,False,False,False,False,False
942c0b23-c5ad-4270-b23f-3ba456ea0ccf::t5,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Alive,Pearl Jam,2,2,0.6309297535714575,1,dense.qwen_8b.attributes_enriched.attributes_qwen3_embedding_8b,35,False,False,True,True,True,True,True,True,True,True,True,True
19c7e5bf-0797-40c5-b798-4d024af9558d::t4,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Satisfied,"Original Broadway Cast of Hamilton, Renée Elise Goldsberry",38,38,0.0,2,centroid.anchor_tracks.image_siglip2,33,False,False,True,True,True,True,True,False,True,True,True,True
71b80ec3-6cca-48b4-b471-08efa00afa2d::t4,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,That Would Be Enough,"Lin-Manuel Miranda, Phillipa Soo",18,18,0.23540891336663824,1,centroid.anchor_tracks.image_siglip2,35,False,False,True,True,True,True,True,True,True,True,True,True
692611f0-d9ef-406c-8327-902575197aee::t8,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,YAH.,Kendrick Lamar,13,13,0.26264953503719357,10,analysis.same_album_fanout,35,False,False,True,True,True,True,True,True,True,True,True,True
8071d14d-7e0f-4f72-90a6-0941db80a371::t5,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Stay Down,Brent Faiyaz,6,4,0.3562071871080222,1,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,33,False,False,True,True,True,True,True,True,True,True,True,True
c863175a-bbaf-4f6c-aef7-cb16f2792cb5::t6,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Cinderella (feat. Ty Dolla $ign),Mac Miller,6,7,0.3562071871080222,1,state_feature_selector.dense.visual,35,False,False,True,True,True,True,True,True,True,True,True,True
c96d7bb9-65d4-44be-9bc2-891e8e485f4e::t7,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Sentimento Louco - Ao Vivo,Marília Mendonça,183,8,0.0,4,analysis.same_album_fanout,35,False,False,True,True,True,True,True,False,False,False,True,True
e6ba98e1-9bee-4cc9-a6b7-0a8dcd767a1f::t7,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Boom,P.O.D.,83,89,0.0,3,centroid.anchor_tracks.image_siglip2,37,False,False,True,True,True,True,True,False,False,True,True,True
ad5348a7-d3bc-4882-bfca-54aa655eac96::t5,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Glitter,"Tyler, The Creator",,,0.0,79,analysis.tag_popularity_alias,30,False,False,False,False,True,True,True,False,False,False,False,False
2bbc0a7e-3ab0-4376-8135-182cd4ae075f::t1,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Las Almas Del Silencio,Ricky Martin,71,139,0.0,52,state_feature_selector.dense.attributes,31,False,False,False,False,True,True,True,False,False,True,True,True
464477e4-f186-47fb-8cb0-55691c8b8f57::t6,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Where Eagles Dare,"Glenn Danzig, Misfits",,949,0.0,30,centroid.anchor_tracks.image_siglip2,35,False,False,False,True,True,True,True,False,False,False,False,False
13066d2c-2d5e-4162-b3dc-354ecef3aff5::t5,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,You Know What I Mean,Cults,596,886,0.0,24,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,35,False,False,False,True,True,True,True,False,False,False,False,True
a2cface7-c4fc-4eb5-80b2-e0c516093732::t3,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,The City Is At War,Cobra Starship,111,168,0.0,11,centroid.anchor_tracks.cf_bpr,33,False,False,True,True,True,True,True,False,False,False,True,True
dd686049-59ba-439b-8c51-949a0876e1b3::t1,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Vengeance (The Return of the Night Driving Avenger) [Bonus Track],Perturbator,57,55,0.0,1,dense.siglip2_text.visual.image_siglip2,29,False,False,True,True,True,True,True,False,False,True,True,True
a8df96e2-c196-462c-9484-72aa093aedf4::t1,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector_family,Do Everything,Steven Curtis Chapman,49,52,0.0,4,analysis.scene_era_tag_popularity_v2,31,False,False,True,True,True,True,True,False,True,True,True,True
