sample_id,pack,class_type,gt_track,gt_artist,gt_audit_label,valid_gt,variant,best_branch,best_branch_rank,union@20,union@50,union@100,branch_only@20,branch_only@50,branch_only@100
a2cface7-c4fc-4eb5-80b2-e0c516093732::t3,P1_positive_tag_retrieval_gap_failure,failure,The City Is At War,Cobra Starship,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,centroid.anchor_tracks.cf_bpr.catalog_features,7,True,True,True,True,True,True
dd686049-59ba-439b-8c51-949a0876e1b3::t1,P1_positive_tag_retrieval_gap_failure,failure,Vengeance (The Return of the Night Driving Avenger) [Bonus Track],Perturbator,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,dense.qwen_8b.intent.metadata_qwen3_embedding_8b.catalog_features,17,True,True,True,True,True,True
a8df96e2-c196-462c-9484-72aa093aedf4::t1,P1_positive_tag_retrieval_gap_failure,failure,Do Everything,Steven Curtis Chapman,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,analysis.query_text_tag_popularity.catalog_features,1,True,True,True,True,True,True
5a0dfe9d-ec8a-4449-97df-35535cbf162f::t1,P1_positive_tag_retrieval_gap_failure,failure,A New World,Harry Gregson-Williams,valid_gt_branch_local_ranking_weak,True,catalog_plus_anchor_cf,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b.catalog_features,24,False,True,True,False,True,True
1c567917-f931-4609-9695-a9c0f8e39f3d::t2,P1_positive_tag_retrieval_gap_failure,failure,Arregaçada / U Can't Touch This,Banda Uó,valid_gt_branch_local_ranking_weak,True,catalog_plus_anchor_cf,dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b.anchor_cf_features,16,True,True,True,True,True,True
54cda581-3b2e-4245-a479-1a27589760d2::t3,P1_positive_tag_retrieval_gap_failure,failure,Deliberation - Studio,Katatonia,valid_gt_branch_local_ranking_weak,True,catalog_plus_anchor_cf,dense.qwen_8b.attributes_enriched.attributes_qwen3_embedding_8b.catalog_features,30,False,True,True,False,True,True
13066d2c-2d5e-4162-b3dc-354ecef3aff5::t3,P0_good_state_ranker_near_miss_failure,failure,Yellow,Coldplay,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,lookup.era_popularity.anchor_cf_features,3,True,True,True,True,True,True
a62ed6fc-e634-4d57-afab-36d9ffc0fcc1::t1,P0_good_state_ranker_near_miss_failure,failure,Iris,The Goo Goo Dolls,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,lookup.era_popularity.anchor_cf_features,2,True,True,True,True,True,True
be88097f-b6b0-4fb4-bed9-857a92a733c0::t3,P0_good_state_ranker_near_miss_failure,failure,Dreams - 2004 Remaster,Fleetwood Mac,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,analysis.tag_popularity_alias.anchor_cf_features,8,True,True,True,True,True,True
2eb984dc-9c71-449a-a335-caaa113d2c2b::t3,P0_good_state_ranker_near_miss_failure,failure,Tennessee Whiskey,Chris Stapleton,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b.catalog_features,2,True,True,True,True,True,True
43a0926b-882e-403d-8cf7-2b0a598e0cc5::t2,P0_good_state_ranker_near_miss_failure,failure,Devil In A New Dress,"Rick Ross, Kanye West",valid_gt_state_supports_it,True,catalog_plus_anchor_cf,centroid.anchor_tracks.image_siglip2.anchor_cf_features,1,True,True,True,True,True,True
401c369d-1eba-41b2-8eca-d93a6faeeddc::t3,P0_good_state_ranker_near_miss_failure,failure,Walk,Pantera,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b.anchor_cf_features,1,True,True,True,True,True,True
2db3ddc8-78a1-412c-a71e-e0d748aab0e7::t2,P0_good_state_ranker_near_miss_failure,failure,Old Time Rock & Roll,Bob Seger,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b.anchor_cf_features,2,True,True,True,True,True,True
b4ffa800-8173-4f16-800a-4b5e765d7f80::t4,P0_good_state_ranker_near_miss_failure,failure,And I Love Her - Remastered,The Beatles,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,centroid.anchor_tracks.image_siglip2.catalog_features,1,True,True,True,True,True,True
66ff896f-fcbc-4c42-9d69-b0b5b5ae5a56::t3,P0_good_state_ranker_near_miss_failure,failure,Hungry Heart,Bruce Springsteen,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,centroid.anchor_tracks.audio_laion_clap.anchor_cf_features,3,True,True,True,True,True,True
c4c0c288-dbcd-4970-ad52-901aafe91b88::t1,P0_good_state_ranker_near_miss_failure,failure,Electric Relaxation,A Tribe Called Quest,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,centroid.anchor_tracks.cf_bpr.anchor_cf_features,1,True,True,True,True,True,True
0681d55b-98a0-4773-a9df-075a8050d805::t1,POS_exact_entity_success_control,positive_control,Numb,Linkin Park,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,bm25.catalog_features,1,True,True,True,True,True,True
8bee6f03-8cae-44ae-9325-455dc1138549::t1,POS_exact_entity_success_control,positive_control,Africa,"TOTO, Toto",valid_gt_state_supports_it,True,catalog_plus_anchor_cf,bm25.catalog_features,1,True,True,True,True,True,True
d62387d0-3743-4ddc-bc92-8204c951ccee::t1,POS_exact_entity_success_control,positive_control,In the End,Linkin Park,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,centroid.anchor_tracks.audio_laion_clap.catalog_features,1,True,True,True,True,True,True
bd2aa024-68e7-43c2-aa87-afce9b4d7cf1::t2,POS_exact_entity_success_control,positive_control,Shut Up and Dance,WALK THE MOON,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b.anchor_cf_features,2,True,True,True,True,True,True
028027d3-ad67-4cfb-baca-516772ae7399::t1,POS_exact_entity_success_control,positive_control,Toxic,Britney Spears,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,bm25.catalog_features,1,True,True,True,True,True,True
fada63d6-1275-47a1-b3ab-30eae222fd72::t1,POS_exact_entity_success_control,positive_control,Toxic,Britney Spears,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,bm25.catalog_features,1,True,True,True,True,True,True
7c3154c5-d1c2-4f07-9b8d-96d187334f1b::t1,POS_exact_entity_success_control,positive_control,Way Down We Go,"Kaleo, KALEO",valid_gt_state_supports_it,True,catalog_plus_anchor_cf,lookup.resolved_artist_discography.catalog_features,1,True,True,True,True,True,True
ba3da7b0-1e81-4d2a-90fa-65ee1f4d7348::t1,POS_exact_entity_success_control,positive_control,Heart-Shaped Box,Nirvana,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,bm25.anchor_cf_features,1,True,True,True,True,True,True
3664db63-1623-4ae7-9910-dd8bc3c2bd83::t1,POS_exact_entity_success_control,positive_control,No Scrubs,TLC,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,lookup.resolved_artist_discography.catalog_features,1,True,True,True,True,True,True
7b550636-72fe-490e-ad38-a1912d08449f::t1,POS_exact_entity_success_control,positive_control,Believe,Cher,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,bm25.catalog_features,1,True,True,True,True,True,True
737a65cf-9c45-4b1d-910d-2f1f1ef5eab7::t8,POS_clean_final_hit_control,positive_control,Feel Good Inc,Gorillaz,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,bm25.anchor_cf_features,1,True,True,True,True,True,True
4a02d862-623b-4fab-a42c-2905f31a96db::t1,POS_clean_final_hit_control,positive_control,Dreams - 2004 Remaster,Fleetwood Mac,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,lookup.era_popularity.anchor_cf_features,1,True,True,True,True,True,True
5b44bff3-76ed-495e-9dc1-0f075e3d178b::t1,POS_clean_final_hit_control,positive_control,Dreams - 2004 Remaster,Fleetwood Mac,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,lookup.era_popularity.anchor_cf_features,1,True,True,True,True,True,True
a61b366c-8cf5-48ad-a13f-181c033b9d89::t2,POS_clean_final_hit_control,positive_control,Pumped Up Kicks,Foster The People,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b.catalog_features,1,True,True,True,True,True,True
55388720-92b7-4972-9bb2-beb37c33c86b::t1,POS_clean_final_hit_control,positive_control,Ivy,Frank Ocean,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,bm25.catalog_features,1,True,True,True,True,True,True
13552d56-f3d8-443a-9272-11ec16c80fa1::t1,POS_clean_final_hit_control,positive_control,Congratulations,"Quavo, Post Malone",valid_gt_state_supports_it,True,catalog_plus_anchor_cf,bm25.anchor_cf_features,185,True,True,True,False,False,False
737a65cf-9c45-4b1d-910d-2f1f1ef5eab7::t3,POS_clean_final_hit_control,positive_control,DARE,Gorillaz,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,bm25.catalog_features,1,True,True,True,True,True,True
93199894-d3db-4335-8278-e1be175944e4::t1,POS_clean_final_hit_control,positive_control,Even Flow,Pearl Jam,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,lookup.resolved_artist_discography.catalog_features,1,True,True,True,True,True,True
a9b423bf-d05c-418d-98af-2a3b1e1d7917::t1,POS_clean_final_hit_control,positive_control,It Was A Good Day,Ice Cube,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,bm25.catalog_features,1,True,True,True,True,True,True
5080d5a0-336e-4bd1-b5bc-4cc611983429::t1,POS_clean_final_hit_control,positive_control,Rock with You - Single Version,Michael Jackson,valid_gt_state_supports_it,True,catalog_plus_anchor_cf,bm25.anchor_cf_features,1,True,True,True,True,True,True
0b9d547f-e748-464a-90e2-2199149f915c::t6,P0_roleless_stale_entity_failure,failure,Give It To Me Baby,Rick James,valid_gt_branch_local_ranking_weak,True,promoted_feature_family,analysis.era_tag_popularity.anchor_cf_features,109,False,True,True,False,False,False
e66c6a88-88ba-4117-9114-363bfa96294a::t7,P0_roleless_stale_entity_failure,failure,Test Drive,John Powell,valid_gt_branch_local_ranking_weak,True,promoted_feature_family,centroid.anchor_tracks.audio_laion_clap.catalog_features,16,True,True,True,True,True,True
0858f444-c9af-4f08-a9fc-2a731a24182b::t5,P0_roleless_stale_entity_failure,failure,Armature,Emptyset,valid_gt_state_supports_it,True,promoted_feature_family,dense.clap_text.sonic.audio_laion_clap.anchor_cf_features,3,True,True,True,True,True,True
41367174-552b-4117-9caa-d0ba1b307d37::t2,P0_roleless_stale_entity_failure,failure,Mercy,Muse,valid_gt_state_signal_compiler_not_consumed,True,promoted_feature_family,analysis.tag_popularity_alias.catalog_features,80,False,False,True,False,False,True
10a15ba2-4126-4ae4-ac6c-dc170735ae9e::t7,P0_roleless_stale_entity_failure,failure,I Can't Go to Sleep,Wu-Tang Clan,valid_gt_branch_local_ranking_weak,True,promoted_feature_family,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b.catalog_features,29,False,True,True,False,True,True
9b9b7c6b-b376-4d6b-8716-aa7cf0127322::t4,P0_roleless_stale_entity_failure,failure,The Carbon Stampede,Cattle Decapitation,valid_gt_state_signal_compiler_not_consumed,True,promoted_feature_family,dense.clap_text.sonic_nl.audio_laion_clap.branch_local_hybrid,9,True,True,True,True,True,True
5f29a9df-ad38-4349-a2f0-c9a690ea072d::t2,P0_roleless_stale_entity_failure,failure,Shaft,Kashmere Stage Band,valid_gt_retriever_source_weak,True,promoted_feature_family,,,False,False,False,False,False,False
78cdaccb-0f9b-4876-80b1-c20bf0b444e6::t8,P0_roleless_stale_entity_failure,failure,In the Shadows,The Rasmus,valid_gt_state_signal_compiler_not_consumed,True,promoted_feature_family,centroid.anchor_tracks.audio_laion_clap.branch_local_hybrid,197,False,False,False,False,False,False
88af7ec3-c368-421b-9512-d0180da3d1f6::t2,P0_roleless_stale_entity_failure,failure,I Believe in a Thing Called Love,The Darkness,underspecified_next_play_behavior,False,promoted_feature_family,,,False,False,False,False,False,False
d9a65836-7165-45bf-aa3e-3ef7ba5d073a::t2,P0_roleless_stale_entity_failure,failure,Move Along,The All-American Rejects,valid_gt_state_signal_compiler_not_consumed,True,promoted_feature_family,dense.clap_text.sonic_nl.audio_laion_clap.branch_local_hybrid,97,False,False,True,False,False,True
c7a965c3-cd7f-46f6-b166-9dce9a800e0a::t3,P0_novelty_prior_anchor_failure,failure,S&M,Rihanna,valid_gt_branch_local_ranking_weak,True,promoted_feature_family,analysis.artist_tag_neighbor_popularity.anchor_cf_features,120,False,True,True,False,False,False
88beb200-0334-4aba-be15-8e1303725766::t6,P0_novelty_prior_anchor_failure,failure,Used To,"Lil Wayne, Drake",gt_conflicts_with_explicit_user_constraint,False,promoted_feature_family,dense.clap_text.sonic.audio_laion_clap.anchor_cf_features,48,False,True,True,False,True,True
daeef24e-b041-4140-9101-882820c63408::t7,P0_novelty_prior_anchor_failure,failure,The Analog Kid,Rush,valid_gt_branch_local_ranking_weak,True,promoted_feature_family,dense.qwen_8b.intent.metadata_qwen3_embedding_8b.anchor_cf_features,3,True,True,True,True,True,True
8dc4c630-8369-4720-b379-2a7dcd8d34aa::t7,P0_novelty_prior_anchor_failure,failure,Transcentience,Animals As Leaders,valid_gt_state_signal_compiler_not_consumed,True,promoted_feature_family,dense.qwen_8b.intent.metadata_qwen3_embedding_8b.anchor_cf_features,147,False,False,False,False,False,False
380a5ed5-3eb9-4201-8fa6-81381a583bf5::t3,P0_novelty_prior_anchor_failure,failure,God Hates a Coward,Tomahawk,valid_gt_state_signal_compiler_not_consumed,True,promoted_feature_family,bm25.catalog_features,126,False,False,False,False,False,False
5f085552-b56b-440e-830b-b4e40b58f854::t6,P0_novelty_prior_anchor_failure,failure,Redneck Yacht Club,Craig Morgan,valid_gt_state_supports_it,True,promoted_feature_family,analysis.query_text_tag_popularity.anchor_cf_features,6,True,True,True,True,True,True
d6e50fb5-a135-4008-80b6-d0be434369ac::t3,P0_novelty_prior_anchor_failure,failure,Volare (Nel Blu Di Pinto Di Blu) - 1998 - Remastered,Dean Martin,valid_gt_state_supports_it,True,promoted_feature_family,lookup.era_popularity.anchor_cf_features,14,True,True,True,True,True,True
38d8ba41-a4ea-48ea-b460-bd93d164302a::t4,P0_novelty_prior_anchor_failure,failure,Woo Hah!! Got You All In Check,Busta Rhymes,valid_gt_state_supports_it,True,promoted_feature_family,centroid.anchor_tracks.audio_laion_clap.anchor_cf_features,7,True,True,True,True,True,True
8bcb7d16-9be0-40cc-9a9d-28b654997b8d::t6,P0_novelty_prior_anchor_failure,failure,Exit Theme (feat. Astronautalis & Lotte Kestner),"Astronautalis, Sadistik, Lotte Kestner",valid_gt_state_supports_it,True,promoted_feature_family,centroid.anchor_tracks.audio_laion_clap.anchor_cf_features,3,True,True,True,True,True,True
cdd374ea-1ad9-4440-8c2d-4c76c5fb3f78::t3,P0_novelty_prior_anchor_failure,failure,Gib ihn einfach (Dies das 2),Ghanaian Stallion,valid_gt_state_signal_compiler_not_consumed,True,promoted_feature_family,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b.catalog_features,212,False,False,False,False,False,False
a930da0d-07f1-46c6-909d-e4fd95ae1148::t6,P0_new_artist_union20_gap_failure,failure,Without You,Christina Aguilera,valid_gt_state_supports_it,True,promoted_feature_family,analysis.query_text_tag_popularity.anchor_cf_features,1,True,True,True,True,True,True
5ee0dbbc-c1d1-4bed-ba09-7dafeec198bc::t8,P0_new_artist_union20_gap_failure,failure,You Reposted in the Wrong Neighborhood I Glue70 Mashup,Shokk,valid_gt_branch_local_ranking_weak,True,promoted_feature_family,dense.qwen_8b.intent.metadata_qwen3_embedding_8b.anchor_cf_features,22,False,True,True,False,True,True
4e2482dc-a76c-4f4b-9d3f-7becec2f8a3a::t4,P0_new_artist_union20_gap_failure,failure,Goodbye Pork Pie Hat,Charles Mingus,valid_gt_state_supports_it,True,promoted_feature_family,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b.catalog_features,8,True,True,True,True,True,True
5861afef-85c0-4163-b8b9-5a11e308f352::t4,P0_new_artist_union20_gap_failure,failure,Carmesí,Vicente Garcia,valid_gt_branch_local_ranking_weak,True,promoted_feature_family,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b.anchor_cf_features,74,False,False,True,False,False,True
15b1caf3-d1ed-46ef-a8e3-c9f7657e6b77::t6,P0_new_artist_union20_gap_failure,failure,Hong Kong 2046,Hong Kong Express,valid_gt_state_signal_compiler_not_consumed,True,promoted_feature_family,dense.qwen_0_6b.attributes_enriched.attributes_qwen3_embedding_0_6b.catalog_features,347,False,False,False,False,False,False
907921a3-d08f-4ba1-8cce-0e760a9e7044::t7,P0_new_artist_union20_gap_failure,failure,Sunrise - Slow Hands Remix,Kasper Bjørke,valid_gt_state_signal_compiler_not_consumed,True,promoted_feature_family,centroid.anchor_tracks.cf_bpr.branch_local_hybrid,36,False,True,True,False,True,True
ab5eac17-909e-4271-8cf9-40c06b27ee56::t2,P0_new_artist_union20_gap_failure,failure,Sparks,Hilary Duff,valid_gt_state_supports_it,True,promoted_feature_family,analysis.query_text_tag_popularity.anchor_cf_features,5,True,True,True,True,True,True
324ddfb5-8a18-4729-9acb-c851907a297c::t3,P0_new_artist_union20_gap_failure,failure,Acknowledge,Masta Ace,valid_gt_state_signal_compiler_not_consumed,True,promoted_feature_family,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b.branch_local_hybrid,81,False,False,True,False,False,True
b466a64b-b3cc-4c62-8a70-8261434f915f::t2,P0_new_artist_union20_gap_failure,failure,Two To Make It Right,Seduction,valid_gt_state_supports_it,True,promoted_feature_family,dense.clap_text.sonic_nl_enriched.audio_laion_clap.catalog_features,41,True,True,True,False,True,True
ba68a3cc-5278-4680-917a-4ca66d33ef31::t5,P0_new_artist_union20_gap_failure,failure,Buttons,The Pussycat Dolls,valid_gt_branch_local_ranking_weak,True,promoted_feature_family,analysis.artist_tag_neighbor_popularity.anchor_cf_features,34,False,True,True,False,True,True
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0::t5,P1_temporal_constraint_failure,failure,Love Train,The O'Jays,valid_gt_state_supports_it,True,promoted_feature_family,analysis.artist_tag_neighbor_popularity.anchor_cf_features,12,True,True,True,True,True,True
f2d85aa5-2086-4b1e-9974-d188c43621db::t8,P1_temporal_constraint_failure,failure,Leraine,Kettel,valid_gt_state_supports_it,True,promoted_feature_family,dense.clap_text.sonic_nl_enriched.audio_laion_clap.anchor_cf_features,18,True,True,True,True,True,True
67b9ba8a-382f-4b70-af76-576848d8cf67::t8,P1_temporal_constraint_failure,failure,Gangsta Gangsta,N.W.A.,valid_gt_branch_local_ranking_weak,True,promoted_feature_family,dense.qwen_8b.intent.metadata_qwen3_embedding_8b.anchor_cf_features,85,False,True,True,False,False,True
9468e467-d396-461b-be29-b30b6cf87c35::t5,P1_temporal_constraint_failure,failure,Midnight,A Tribe Called Quest,valid_gt_state_signal_compiler_not_consumed,True,promoted_feature_family,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b.anchor_cf_features,175,False,False,False,False,False,False
e978bb5b-26af-4c7d-b720-b9210bdddf25::t8,P1_temporal_constraint_failure,failure,Dear Yvette,"Jane Doe, Masta Ace",gt_conflicts_with_explicit_user_constraint,False,promoted_feature_family,dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b.branch_local_hybrid,391,False,False,False,False,False,False
3676005d-5b7c-4c48-9b73-3e10dd509c07::t3,P1_temporal_constraint_failure,failure,Conquest of Paradise,Vangelis,valid_gt_state_supports_it,True,promoted_feature_family,analysis.tag_popularity_alias.anchor_cf_features,25,True,True,True,False,True,True
a33a5df0-2c2b-429c-84e6-cde28affd4d5::t6,P1_temporal_constraint_failure,failure,Thriller,Fall Out Boy,valid_gt_branch_local_ranking_weak,True,promoted_feature_family,bm25.branch_local_hybrid,16,True,True,True,True,True,True
3676005d-5b7c-4c48-9b73-3e10dd509c07::t1,P1_temporal_constraint_failure,failure,Breath and Life,Audiomachine,valid_gt_branch_local_ranking_weak,True,promoted_feature_family,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b.anchor_cf_features,27,False,True,True,False,True,True
c4c0c288-dbcd-4970-ad52-901aafe91b88::t4,P1_temporal_constraint_failure,failure,I Juswanna Chill,Large Professor,valid_gt_state_signal_compiler_not_consumed,True,promoted_feature_family,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b.anchor_cf_features,71,False,False,True,False,False,True
71bb177a-dab1-4bbc-8508-22d809b05c31::t6,P1_temporal_constraint_failure,failure,Constant Craving - Remastered,k.d. lang,valid_gt_state_supports_it,True,promoted_feature_family,analysis.artist_tag_neighbor_popularity.anchor_cf_features,13,True,True,True,True,True,True
4d0afb6b-3705-493f-ab16-ca75ea311e1a::t7,P1_rejection_guardrail_failure,failure,Pilot,"Benjamin Wallfisch, Hans Zimmer",valid_gt_state_supports_it,True,promoted_feature_family,dense.clap_text.sonic_nl.audio_laion_clap.anchor_cf_features,2,True,True,True,True,True,True
1e14a07f-7369-4d24-9285-9343b6b18353::t8,P1_rejection_guardrail_failure,failure,Nordlys,Myrkur,valid_gt_state_supports_it,True,promoted_feature_family,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b.anchor_cf_features,2,True,True,True,True,True,True
d265b5a9-af57-4070-90f5-692a960c5aaa::t6,P1_rejection_guardrail_failure,failure,Get Lucky (feat. Pharrell Williams &amp; Nile Rodgers) - Radio Edit,"Nile Rodgers, Pharrell Williams, Daft Punk",gt_conflicts_with_explicit_user_constraint,False,promoted_feature_family,analysis.tag_popularity_alias.anchor_cf_features,2,True,True,True,True,True,True
b2582e52-6d13-40b4-8552-2d8b63fa6c75::t8,P1_rejection_guardrail_failure,failure,Soil,System Of A Down,gt_conflicts_with_explicit_user_constraint,False,promoted_feature_family,analysis.query_text_tag_popularity.anchor_cf_features,10,True,True,True,True,True,True
d265b5a9-af57-4070-90f5-692a960c5aaa::t8,P1_rejection_guardrail_failure,failure,Motherboard,Daft Punk,gt_conflicts_with_explicit_user_constraint,False,promoted_feature_family,dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b.catalog_features,3,True,True,True,True,True,True
3a4224d3-1e5b-4bb9-a424-886d5c45d5d3::t8,P1_rejection_guardrail_failure,failure,Brain Relaxation Sky,Sample Rain Library,valid_gt_state_supports_it,True,promoted_feature_family,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b.anchor_cf_features,1,True,True,True,True,True,True
963b3ee7-17d1-4bb3-8a3f-0bc528a1f096::t5,P1_rejection_guardrail_failure,failure,Go Go Gadget Flow,Lupe Fiasco,gt_conflicts_with_explicit_user_constraint,False,promoted_feature_family,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b.branch_local_hybrid,5,True,True,True,True,True,True
08bea603-846a-428b-aa27-de4dfede7ba9::t8,P1_rejection_guardrail_failure,failure,Silhouette,Julia Holter,gt_conflicts_with_explicit_user_constraint,False,promoted_feature_family,,,True,True,True,False,False,False
0fc60312-9a9d-4658-a950-06fc2441a2ac::t8,P1_rejection_guardrail_failure,failure,Music Will Untune the Sky,Have A Nice Life,valid_gt_state_supports_it,True,promoted_feature_family,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b.anchor_cf_features,233,True,True,True,False,False,False
3ebc2b49-0f5c-4161-bbcf-e1615821103f::t2,P1_rejection_guardrail_failure,failure,The Animus 2.0,Jesper Kyd,valid_gt_state_supports_it,True,promoted_feature_family,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b.catalog_features,3,True,True,True,True,True,True
37097db6-54b8-491b-8512-1df70648548b::t2,P0_named_artist_ranker_failure,failure,White Ferrari,Frank Ocean,valid_gt_state_supports_it,True,promoted_feature_family,centroid.anchor_tracks.audio_laion_clap.anchor_cf_features,2,True,True,True,True,True,True
f4115525-7e44-40df-8957-e38df99f214d::t4,P0_named_artist_ranker_failure,failure,Young And Beautiful,Lana Del Rey,valid_gt_state_supports_it,True,promoted_feature_family,lookup.resolved_artist_discography.catalog_features,5,True,True,True,True,True,True
eee89ca2-fc86-4a9a-b4c5-2d77cb3346c8::t7,P0_named_artist_ranker_failure,failure,Change (In the House of Flies) - In The House Of Flies LP Version,Deftones,valid_gt_state_supports_it,True,promoted_feature_family,centroid.anchor_tracks.cf_bpr.anchor_cf_features,7,True,True,True,True,True,True
44c3948c-bc44-4e40-ae77-82c2fec9c944::t7,P0_named_artist_ranker_failure,failure,Me Dediqué a Perderte,"Alejandro Fernandez, Alejandro Fernández",gt_conflicts_with_explicit_user_constraint,False,promoted_feature_family,centroid.anchor_tracks.cf_bpr.catalog_features,1,True,True,True,True,True,True
899f906b-9b0b-42a6-9689-643eb9f1ed31::t8,P0_named_artist_ranker_failure,failure,Crawling,Linkin Park,gt_conflicts_with_explicit_user_constraint,False,promoted_feature_family,lookup.era_popularity.anchor_cf_features,5,True,True,True,True,True,True
93199894-d3db-4335-8278-e1be175944e4::t6,P0_named_artist_ranker_failure,failure,Smells Like Teen Spirit,Nirvana,valid_gt_state_supports_it,True,promoted_feature_family,bm25.anchor_cf_features,212,True,True,True,False,False,False
7d2bb60e-1046-4956-91d0-cf1dd73037cc::t3,P0_named_artist_ranker_failure,failure,Hung Up,Madonna,valid_gt_state_supports_it,True,promoted_feature_family,dense.clap_text.sonic_nl.audio_laion_clap.catalog_features,1,True,True,True,True,True,True
1b406c88-9dfd-42cd-a1f5-9683f35f849b::t1,P0_named_artist_ranker_failure,failure,93 'Til Infinity,Souls Of Mischief,valid_gt_state_supports_it,True,promoted_feature_family,centroid.anchor_tracks.image_siglip2.catalog_features,1,True,True,True,True,True,True
7be411cd-f002-459e-8326-3ebe8be10b42::t6,P0_named_artist_ranker_failure,failure,Army Dreamers,Kate Bush,gt_conflicts_with_explicit_user_constraint,False,promoted_feature_family,analysis.era_tag_popularity.anchor_cf_features,20,True,True,True,True,True,True
fc78453a-8798-4402-a01a-e9c557f08a03::t2,P0_named_artist_ranker_failure,failure,En el 2000,Natalia Lafourcade,valid_gt_state_supports_it,True,promoted_feature_family,lookup.resolved_artist_discography.catalog_features,4,True,True,True,True,True,True
84803908-48e7-41b7-9269-a465a44f4c10::t2,P0_same_album_ranker_failure,failure,Runaway,"Pusha T, Kanye West",valid_gt_state_supports_it,True,promoted_feature_family,centroid.anchor_tracks.cf_bpr.anchor_cf_features,4,True,True,True,True,True,True
6d825b33-dc20-4b3c-a277-0c8214163007::t6,P0_same_album_ranker_failure,failure,Super Rich Kids,"Frank Ocean, Earl Sweatshirt",valid_gt_state_supports_it,True,promoted_feature_family,centroid.anchor_tracks.audio_laion_clap.branch_local_hybrid,7,True,True,True,True,True,True
942c0b23-c5ad-4270-b23f-3ba456ea0ccf::t5,P0_same_album_ranker_failure,failure,Alive,Pearl Jam,valid_gt_state_supports_it,True,promoted_feature_family,analysis.same_album_fanout.anchor_cf_features,2,True,True,True,True,True,True
19c7e5bf-0797-40c5-b798-4d024af9558d::t4,P0_same_album_ranker_failure,failure,Satisfied,"Original Broadway Cast of Hamilton, Renée Elise Goldsberry",valid_gt_state_supports_it,True,promoted_feature_family,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b.anchor_cf_features,7,True,True,True,True,True,True
71b80ec3-6cca-48b4-b471-08efa00afa2d::t4,P0_same_album_ranker_failure,failure,That Would Be Enough,"Lin-Manuel Miranda, Phillipa Soo",valid_gt_state_supports_it,True,promoted_feature_family,dense.qwen_0_6b.lyric.lyrics_qwen3_embedding_0_6b.anchor_cf_features,2,True,True,True,True,True,True
